,Unnamed: 0,tur,Body,REASON,WHY,Labels
56,56,spam,"
Kates Knickers
Click Here Only If You Are Over 18 Years Old 
Click Here If you wish to be removed from future mailings ",indecent,sexual content,"spam,indecent,sexual content"
57,57,spam,"Dear andrea_justice ,100% Free Porn!
What more can you ask for?
CLICK HERE
Â 
Â 
Â 
REMOVAL INSTRUCTIONS: We strive to never send unsolicited mail.
However, if you'd rather not receive future e-mails from us,
CLICK HERE to send email and add the word REMOVE in the subject line.
Please allow 48 hours for processing. [9^"":}H&*TG0BK]",indecent,illegal activities,"spam,indecent,illegal activities"
58,58,spam,"Drug turns a normal guys into studs !                                                                                                                                                                                     
cialls delivered discreetly to your door in an unmarked envelope
lasts 8 x times longer than vlagra , take one friday , still working on sunday ! no one needs to know !
buy generic ( exactly the same drug , but not with the big company prices . . ) to save 70 % ! ! check it out here !
fireball abcdzhongguo johnson daddy front 242 gretchen memory josie buttonshorizon buffy preston
josh informix diane",indecent,sexual content,"spam,indecent,sexual content"
59,59,spam,"the new craze is finnally here - one of the bast
sites that can give you the things you ' ve allways
wanted to get - watchees , repliccas to be correct ,
of the bast brand s in the world ! impress you ' re lady
with tag heur , roleex , and more . you naame it - we
got it for you !
mmmmm show me more : - )
http : / / abeyant . mor . net / r / erika / coast . htm
t everybody wants to rule the world tears for fears head over heels tears for fears shout tears for fears drops of jupiter train .
joos expressed admiration for cyriel verschaeve a belgian poet who was convicted as a nazi collaborator for recruiting young men for the eastern front during the second world war .
this was a bold decision by the estonian government quot enthuses jaap ora the political consul at the estonian embassy in london telegraph co uk uk - .
okay im in the boarding house now ? finally i get the internet okayokay i feel better now that ive blogged wow ?
general release and severance agreement - ads alliance data systems inc alliance data systems corp and edward k mims .
message sup fellas dude montreat was kickin you guys are awesome keep up the good work maybe next year andrew can sing in the guys section not the altos well best of luck love yall write back peace .
my eyes hurt did absolutely nothing today except unpack and bum its right that time goes slower when you arent busy i hope i ll be super busy for the next sixty six days .
here s your damn comment amelier forgetful me not updating this thing for weeks and then forgetting poor acky s comment hasn t she suffered enough ?
guy decoux what ptk dial widget where from the contact description a perl tk composite dial widget updated contact .
- a pro - christian liberty pro - confederate site covering material written by writers that seek to advance the christian confederate cause in a true honourable educational manner .
message i just want to say that that was a friend of mine from montreat and not the jennifer that goes to our church just so you all know .
reuters the electronic information and media company is preparing to supply news and information to retail consumers on mobile phones ipods and other new technology platforms .
this talk will describe subversion demonstrate its operation detail how to set up a server and compare and contrast it against cvs .
alberto biancardi what pack widget with no shrink option where from the contact description code to add a noshrink option to pack so that each button can be the same size updated contact .
dare yolanda amp family nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp tacoma .
it s great to just hear you talk while preparing for crap quot you can t drink anything without season salt quot .
lala yay i finally started on my homework after dunno how many years haha hm yesterday was my brother s birthday and on thursday it s my mother s ! haha that means i get to eat another cake ! haha .",indecent,illegal activities,"spam,indecent,illegal activities"
60,60,spam,"Do you care ?
use went brought just next out noon . before , at lead are ,
position . paragraph one thought , girl far . see , set quick large
number cause start . are , meet , how note . line letter divide him ,
kept us , cry . kept circle part . eye off noun . took syllable ,
minute .
- -
phone : 126 - 843 - 2347
mobile : 713 - 640 - 2138
email : meridethtrafford @ comcast . net",indecent,illegal activities,"spam,indecent,illegal activities"
61,61,spam,"re : real teenager fucked by huge ccok
well !
pushun b ' shena",indecent,sexual content,"spam,indecent,sexual content"
62,62,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",indecent,sexual content,"spam,indecent,sexual content"
63,63,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,indecent,sexual content,"spam,indecent,sexual content"
64,64,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,indecent,sexual content,"spam,indecent,sexual content"
65,65,spam,"hibody@csmining.org Discount 90521


Click here to view a=
s a web page. 


To banta=
o@csmining.org |=20
Privacy =
Policy |=20
Contact =
Us
Copyright =A9 2010 All rights reserved.






",indecent,illegal activities,"spam,indecent,illegal activities"
66,66,spam,"  For friends only

Pharmaceutical Monthly Newsletter

td, table, body {font-family: tahoma,verdana;font-size: 12px;
	text-align: center;
}
p {
display: block;
margin: 0px;
padding: 0px;
}
font
{
padding: 0px;
margin: 0px;
}

Latest
			Pharmaceutical information


This e-mail has been sent to you at hibody@csmining.org, as you have subscribed to one or more of PMR newsletters or you have downloaded information from our website. Please 
check Privacy Policy. If you do not want to receive our newsletters, unsubscribe from our mailing list. 
 

 






",indecent,sexual content,"spam,indecent,sexual content"
67,67,spam,"
Hello, Twitter-er!

You have 3 (or more) incoming message(s) from Twitter System
http://twitter.com/account/message/34005-225F


The Twitter Team


  
  Please do not reply to this message; it was sent from an unmonitored email address.  This message is a service email related to your use of Twitter.  For general inquiries or to request support with your Twitter account, please visit us at Twitter Support.
",indecent,illegal activities,"spam,indecent,illegal activities"
68,68,spam,"Pills For A LargerPenis! Bigger, Harder, Longer LastingE_r_e_c_t_i_o_n_s! hokhmd vd  
        Effective way To Grow YourPenis 3""-4""
Grow & Thicken YourPenis, 100% Natural Herbal Pills(Absolute NO Side-Effect!!)

          Give yourself 3""-4"" Longer today!

http://fenomenalive.ru
      
     
      
",indecent,sexual content,"spam,indecent,sexual content"
69,69,spam,"

""I tried to message you on msn but didnt get a response""
i just posted some new pics.. Check it out i have changed a bit since i seen you last 

http://www.fuckbook-4u.com


To reply to this message, follow the link below:
http://www.facebook.com/n/?inbox/readmessage.php

___
This message was intended for bantabooby@csmining.org. Want to control which emails you receive from Facebook? Go to:
http://www.facebook.com/editaccount.php
Facebook's offices are located at 1601 S. California Ave., Palo Alto, CA 94304.

",indecent,illegal activities,"spam,indecent,illegal activities"
70,70,spam," Be full of vim tonight, Make yourself more virileCasanova lifesyle, Give squish mittens DUE attention.

http://oighuingul.com/
",indecent,sexual content,"spam,indecent,sexual content"
71,71,spam,"  If you really want to make your lover like you!Hold away your finish line http://vjuoyc.lyhoejepen.com/

",indecent,sexual content,"spam,indecent,sexual content"
72,72,spam,"Rick Has Sent You A MessageRick sent you a message.                                                                                                                                                    

Check It Out
You Can Sign Up For Free
""Hot New Dating Site""
http://www.mynewaffair.net



To reply to this message, follow the link below:
http://www.facebook.com/n/?inbox/readmessage.php

___
This message was intended for bantab@csmining.org. Want to control which emails you receive from Facebook? Go to:
http://www.facebook.com/editaccount.php
Facebook's offices are located at 1601 S. California Ave., Palo Alto, CA 94304.

",indecent,sexual content,"spam,indecent,sexual content"
73,73,spam,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",indecent,illegal activities,"spam,indecent,illegal activities"
74,74,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,indecent,illegal activities,"spam,indecent,illegal activities"
75,75,spam,"You have received this advertisement because you have opted in to receive free adult internet offers and specials through our affiliated websites. If you do not wish to receive further emails or have received this email in error, you may opt-out of our database by clicking here:
CLICK HERE
Please allow 24 hours for removal.
This e-mail is sent in compliance with the Information Exchange advertisement and Privacy Protection Act.",indecent,illegal activities,"spam,indecent,illegal activities"
